"CUSTOMERID","GENDER","SENIORCITIZEN","PARTNER","DEPENDENTS","TENURE","PHONESERVICE","MULTIPLELINES","INTERNETSERVICE","ONLINESECURITY","ONLINEBACKUP","DEVICEPROTECTION","TECHSUPPORT","STREAMINGTV","STREAMINGMOVIES","CONTRACT","PAPERLESSBILLING","PAYMENTMETHOD","MONTHLYCHARGES","TOTALCHARGES"
"8818-XYFCQ","Male",0,"Yes","Yes",32,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.55,3204.65
"9305-CDSKC","Female",0,"No","No",8,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.65,820.5
"8468-EHYJA","Female",0,"Yes","No",57,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.65,5497.05
"8769-KKTPH","Female",0,"Yes","Yes",63,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",99.65,6311.2
"8065-QBYTO","Female",1,"No","No",71,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","One year","Yes","Credit card (automatic)",99.65,7181.25
"7783-YKGDV","Female",0,"No","No",12,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.7,1238.45
"7240-FQLHE","Female",1,"Yes","No",18,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",99.75,1836.25
"8631-WUXGY","Female",0,"No","Yes",46,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.8,4391.25
"8785-CJSHH","Female",0,"Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.8,5985.75
"8443-WVPSS","Male",0,"Yes","No",10,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",99.85,990.9
"8784-CGILN","Female",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.85,1776.95
"8374-XGEJJ","Male",1,"Yes","No",43,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101,4388.4
"7142-HVGBG","Male",1,"Yes","No",43,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103,4414.3
"8133-ANHHJ","Female",1,"No","No",49,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",103,5166.2
"7036-TYDEC","Female",0,"No","No",69,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check",104,7028.5
"8651-ENBZX","Female",1,"No","No",60,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",106,6441.4
"8564-LDKFL","Male",0,"Yes","No",40,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",106,4178.65
"7868-TMWMZ","Female",1,"Yes","No",60,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110,6668.35
"9127-FHJBZ","Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",114,8093.15
"9647-ERGBE","Female",0,"Yes","Yes",30,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,3046.15
"8397-MVTAZ","Male",0,"Yes","No",34,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,3480
"8634-MPHTR","Male",1,"Yes","No",47,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,4871.05
"9518-RWHZL","Female",0,"No","No",64,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",100.05,6254.2
"9094-AZPHK","Female",0,"No","No",15,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.15,1415
"9233-PSYHO","Female",1,"No","No",45,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",100.15,4459.8
"7379-FNIUJ","Male",0,"No","No",2,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",100.2,198.5
"7272-QDCKA","Male",0,"No","No",28,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Electronic check",100.2,2688.45
"9028-LIHRP","Male",0,"Yes","Yes",71,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",100.2,7209
"9402-ROUMJ","Female",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",100.25,6689
"8375-KVTHK","Male",0,"Yes","No",68,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",100.3,6754.35
"9889-TMAHG","Male",1,"No","No",8,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","No","Credit card (automatic)",100.3,832.35
"9330-IJWIO","Female",0,"No","No",13,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.35,1358.85
"8091-TTVAX","Male",0,"Yes","No",58,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",100.35,5681.1
"8216-AZUUZ","Female",0,"Yes","Yes",42,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",100.4,4303.65
"9139-WQQDY","Female",0,"Yes","Yes",49,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Mailed check",100.45,4941.8
"8659-IOOPU","Female",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Two year","No","Electronic check",100.45,7159.7
"7029-RPUAV","Male",1,"Yes","No",17,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.45,1622.45
"9681-OXGVC","Female",0,"No","No",5,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.5,514
"7714-YXSMB","Female",0,"No","No",26,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",100.5,2599.95
"8982-NHAVY","Male",0,"No","No",27,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",100.5,2673.45
"8840-DQLGN","Female",1,"Yes","No",35,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",100.5,3653.35
"7641-TQFHN","Male",0,"No","Yes",39,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Two year","No","Mailed check",100.55,3895.35
"8761-NSOBC","Male",0,"No","No",44,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",100.55,4398.15
"7549-MYGPK","Female",0,"Yes","Yes",63,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",100.55,6215.35
"7663-ZTEGJ","Male",0,"No","Yes",29,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",100.55,2830.45
"8809-XKHMD","Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",100.55,7325.1
"8384-FZBJK","Female",0,"Yes","Yes",57,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.6,5611.7
"7392-YYPYJ","Male",0,"No","No",22,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.65,2415.95
"7641-EUYET","Male",1,"Yes","Yes",46,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",100.7,4541.2
"9079-LWTFD","Male",0,"No","No",47,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","No","Mailed check",100.75,4669.2
"7315-WYOAW","Male",0,"No","No",13,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",100.75,1313.25
"7587-AOVVU","Male",0,"Yes","Yes",27,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","No","Electronic check",100.75,2793.55
"7216-EWTRS","Female",1,"Yes","No",1,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.8,100.8
"8510-AWCXC","Female",1,"No","No",13,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.8,1308.1
"7881-INRLC","Male",0,"No","No",45,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.85,4740
"7879-CGSFV","Male",0,"No","No",55,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Mailed check",100.9,5552.05
"8402-EIVQS","Male",0,"Yes","No",67,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",100.9,6733.15
"9848-JQJTX","Male",0,"No","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",100.9,7459.05
"7901-TBKJX","Male",1,"No","No",56,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.05,5594
"9825-YCXWZ","Female",1,"No","No",41,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",101.1,4016.2
"8378-LKJAF","Male",0,"Yes","Yes",38,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",101.15,3956.7
"7182-OVLBJ","Female",0,"Yes","Yes",62,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",101.15,6638.35
"7748-UMTRK","Female",1,"No","Yes",30,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",101.3,2974.5
"7234-FECYN","Female",1,"No","No",8,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",101.35,780.5
"8429-XIBUM","Male",0,"No","No",22,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",101.35,2317.1
"9600-NAXZN","Male",0,"No","No",43,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.4,4528
"8118-TJAFG","Male",0,"Yes","Yes",9,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",101.5,906.85
"8903-WMRNW","Female",0,"Yes","No",15,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",101.75,1669.4
"7056-IMHCC","Male",1,"Yes","No",53,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.9,5549.4
"9323-HGFWY","Female",0,"Yes","No",27,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",101.9,2681.15
"8884-ADFVN","Male",1,"Yes","No",7,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.95,700.85
"9076-AXYIK","Male",1,"Yes","No",64,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check",102.1,6538.45
"8979-CAMGB","Male",1,"No","No",64,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",102.1,6688.1
"7233-DRTRF","Male",0,"Yes","No",63,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",102.4,6444.05
"7181-BQYBV","Female",0,"Yes","Yes",1,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",102.45,102.45
"9432-RUVSL","Female",0,"No","No",48,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",102.5,4904.25
"9547-ITEFG","Male",0,"Yes","Yes",9,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",102.6,897.75
"7134-MJPDY","Female",1,"No","No",66,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",102.85,6976.75
"7975-TZMLR","Male",0,"No","No",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.1,4889.3
"7047-FWEYA","Female",0,"Yes","No",46,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",103.15,4594.65
"9625-QNLUX","Male",0,"Yes","Yes",68,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",103.25,7074.4
"8715-KKTFG","Female",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.3,6518.35
"7089-IVVAZ","Female",0,"No","No",8,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",103.35,847.3
"8809-RIHDD","Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",103.4,7372.65
"7774-OJSXI","Male",0,"No","No",31,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.45,3066.45
"9801-GDWGV","Female",0,"No","No",39,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.45,3994.45
"7426-GSWPO","Male",1,"No","No",64,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",103.5,6548.65
"9129-UXERG","Female",1,"No","No",18,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",103.6,1806.35
"8267-ZNYVZ","Female",0,"Yes","No",33,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",103.75,3361.05
"7251-LJBQN","Female",1,"No","No",40,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",103.75,4188.4
"9919-YLNNG","Female",0,"No","No",42,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",103.8,4327.5
"7181-OQCUT","Male",0,"No","No",21,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Mailed check",103.85,2215
"8433-WPJTV","Female",1,"Yes","Yes",65,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.9,6767.1
"8033-VCZGH","Male",0,"Yes","No",50,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.95,5231.3
"9958-MEKUC","Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",103.95,7517.7
"7663-YJHSN","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",103.95,7556.9
"7572-KPVKK","Male",0,"No","Yes",62,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",104.05,6590.5
"8089-UZWLX","Female",1,"No","No",71,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",104.05,7413.55
"7694-VLBWQ","Male",0,"Yes","No",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",104.1,7040.85
"8313-NDOIA","Female",0,"No","No",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.15,2494.65
"9168-INPSZ","Female",1,"Yes","No",44,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",104.15,4495.65
"9874-QLCLH","Female",0,"Yes","Yes",17,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.2,1743.5
"9821-BESNZ","Male",0,"No","No",66,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",104.25,6860.6
"9154-QDGTH","Male",0,"Yes","Yes",43,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",104.3,4451.85
"7208-PSIHR","Female",0,"Yes","No",70,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.3,7188.5
"7124-UGSUR","Female",1,"Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",104.4,6405
"7940-UQQUG","Female",0,"Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.4,6721.6
"8818-DOPVL","Female",1,"No","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.45,4863.85
"8952-WCVCD","Female",0,"Yes","No",41,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.45,4162.05
"8552-OBVRU","Female",1,"Yes","Yes",48,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",104.5,5068.05
"8123-QBNAZ","Female",0,"Yes","Yes",36,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",104.5,3684.95
"9927-DSWDF","Male",0,"Yes","No",22,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",104.6,2180.55
"8466-PZBLH","Male",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",104.6,6885.75
"8625-AZYZY","Male",0,"Yes","No",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.65,2542.45
"8329-UTMVM","Male",1,"No","No",27,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.65,2964
"9851-QXEEQ","Male",0,"No","No",41,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.7,4346.4
"8634-CILSZ","Male",0,"No","No",69,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.7,7220.35
"7892-POOKP","Female",0,"Yes","No",28,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",104.8,3046.05
"9412-GHEEC","Male",0,"No","No",40,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",104.8,4131.95
"9221-OTIVJ","Female",1,"No","No",14,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.85,1531.4
"7203-OYKCT","Male",0,"No","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",104.95,7544.3
"9601-BRXPO","Female",0,"Yes","No",25,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.95,2566.5
"7516-GMHUV","Male",1,"Yes","No",50,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",105.05,5163.3
"7544-ZVIKX","Male",0,"Yes","Yes",58,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.05,6004.85
"9408-HRXRK","Female",0,"Yes","Yes",45,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.15,4730.9
"9661-ACXBS","Female",0,"No","No",42,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.2,4400.75
"7722-CVFXN","Male",0,"Yes","Yes",54,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",105.2,5637.85
"7789-HKSBS","Female",1,"Yes","No",42,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.2,4599.15
"8984-EYLLL","Male",0,"Yes","No",64,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",105.25,6823.4
"7145-FEJWU","Female",0,"No","Yes",12,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.3,1275.65
"9090-SGQXL","Male",1,"Yes","No",68,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.3,7299.65
"8059-UDZFY","Female",1,"No","Yes",33,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",105.35,3465.05
